case,family,background,source_id,direction,model_feasible,assay_mean_feasible,assay_strict_feasible,feasible_states,normalizer,minimum_feasible_base_edits,exact_target_base_edits,factorized_invalid_mass,exact_target_assay_mean,exact_target_assay_strict,local_clause_count,blocking_run_clauses,blocking_run_complete,expected_regions_3_independent_draws,regions_3_exact_blocking_rounds
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,True,True,True,4.0,0.04878526520721878,15.0,18.843205268913763,0.0,1.0,0.17055442090354844,1.0,1.0,True,1.0,1.0
05493b054772ccd5,"PPARA,RXRA,SP1",2,seq_185650,1,True,True,False,1.0,0.04728848641348728,11.0,11.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,True,True,True,7.0,0.18925075889376622,10.0,12.845352012865384,0.2132269537548677,0.45184034407083634,0.32554302454765854,3.0,3.0,True,2.0807459389712184,3.0
0679e5d0f2f0d3fc,"HNF1A,YY1,YY1",1,seq_174443,-1,False,False,False,,,,,,,,,,,,
069a2579961e4beb,"GABPA,HNF4A,REST",1,seq_155235,-1,True,True,True,5.0,0.13451730114182975,6.0,10.451919964550632,0.05624931208904144,0.16468258389619492,0.07963023879226418,2.0,2.0,True,1.1659192114460302,2.0
06ad376329652954,"FOXA1,ONECUT1,ONECUT1",1,seq_123585,1,True,True,True,6.0,0.14868067651539013,10.0,13.00082524014916,0.19939053920941016,1.0000000000000002,1.0000000000000002,2.0,2.0,True,1.7414234155383945,2.0
079eb6a5ff8241e5,"AP1,RXRA,YY1",2,seq_134232,1,False,True,False,,,,,,,,,,,,
07d3c3b87255bce0,"RXRA,SP1,YY1",2,seq_134196,1,True,True,False,2.0,0.08369553613951802,8.0,9.911327207770498,0.0,0.19113272077704976,0.0,1.0,1.0,True,1.0,1.0
07e337078f05b1cf,"CTCF,FOXA1,TFAP2C",1,seq_126697,-1,False,False,False,,,,,,,,,,,,
08056de18f3b2544,"GABPA,GABPA,HNF4A",2,seq_155798,1,False,True,False,,,,,,,,,,,,
084b2fd395099f80,"CEBPA,FOXA1,GABPA",2,seq_188818,1,True,True,False,2.0,0.02703004369505057,15.0,16.7253201761044,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
086cde0bc0f4131a,"AP1,RXRA,RXRA",1,seq_158733,-1,False,False,False,,,,,,,,,,,,
0923f7890412d070,"HNF1A,YY1,YY1",2,seq_174430,1,True,True,False,2.0,0.007501061156760159,27.0,28.8661040899093,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
0941afb27480d08b,"CTCF,NR2F2,YY1",2,seq_168422,-1,False,False,False,,,,,,,,,,,,
09a236302f4a6fc6,"AHR,TFAP2C,YY1",1,seq_173037,1,False,True,False,,,,,,,,,,,,
09ae76e52a12c60b,"AHR,HNF1A,NR2F2",2,seq_176382,-1,True,True,True,6.0,0.08218156607648519,13.0,17.314966397057194,0.20531077042322207,0.9027847026625891,0.06040617357108564,2.0,2.0,True,1.687020217613286,2.0
0a46fd8238b62dfa,"REST,SP1,XBP1",2,seq_206512,-1,True,True,True,2.0,0.05201987812529109,13.0,14.94829931772805,0.0,0.24353741471600623,0.24353741471600623,1.0,1.0,True,1.0,1.0
0a6c706d58e4c6a8,"CEBPA,RXRA,SP1",1,seq_157015,-1,False,False,False,,,,,,,,,,,,
0aa8f64f48129d4a,"AHR,CTCF,HNF4A",2,seq_154702,-1,True,True,True,5.0,0.07818031338393021,13.0,17.067765783815297,0.18586248133074879,0.9999999999999999,0.16546452053025162,2.0,2.0,True,1.511226411222545,2.0
0aa9c43f0254bd5c,"ONECUT1,XBP1,YY1",2,seq_136886,-1,True,True,False,2.0,0.04788849510983737,13.0,14.976033392648318,0.0,0.19760333926483173,0.0,1.0,1.0,True,1.0,1.0
0ab9537928de8c2b,"FOXA1,HNF4A,REST",2,seq_178846,-1,True,True,False,1.0,0.03052041552761319,15.0,15.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
0ac297b04f21d8c9,"HNF4A,ONECUT1,RXRA",2,seq_158442,-1,True,True,True,2.0,0.07473998774341765,9.0,10.921970716437412,0.0,0.9999999999999999,0.8078029283562586,1.0,1.0,True,1.0,1.0
0ae0e84cef990cde,"AHR,REST,SP1",1,seq_179737,-1,True,True,True,5.0,0.13559172325384805,8.0,12.07810895641076,0.18521612343549104,0.6255350474848168,0.6255350474848168,2.0,2.0,True,1.6179739131812467,2.0
0aebd2aedc38f3a0,"PPARA,SP1,TFAP2C",1,seq_187745,1,True,True,True,4.0,0.20987167012663574,4.0,6.968601599756656,0.17346125062944673,0.9728703690092619,0.9728703690092619,3.0,3.0,True,1.716385712045327,3.0
0b25aad6d57cea0c,"REST,SP1,XBP1",1,seq_206519,-1,True,True,True,2.0,0.03609647667865476,15.0,16.916697447005944,0.0,1.0,0.8525617348456965,1.0,1.0,True,1.0,1.0
0b360d7404f26e7e,"GABPA,ONECUT1,ONECUT1",2,seq_145840,-1,False,True,False,,,,,,,,,,,,
0b841b5fe8a5079d,"ONECUT1,REST,TFAP2C",2,seq_180094,-1,False,True,True,,,,,,,,,,,,
0b9109eafde79aa7,"FOXA1,FOXA1,SP1",2,seq_137090,1,False,True,True,,,,,,,,,,,,
0b9bb28cc337ff42,"GABPA,HNF4A,YY1",1,seq_152569,1,True,True,True,1.0,0.0850841166712578,6.0,6.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
0bb818d9aabfa0b5,"AP1,RXRA,YY1",1,seq_157331,1,True,True,True,6.0,0.1993424956209371,9.0,10.829692936043035,0.20128577538952763,0.29225605890981116,0.19127846170740564,2.0,2.0,True,1.731598194326609,2.0
0bd0b983194ccd12,"FOXA1,GABPA,ONECUT1",1,seq_142209,1,True,True,True,5.0,0.10028746494155136,11.0,14.808101292546947,0.1735866132062392,1.0,0.14795157356475047,2.0,2.0,True,1.486898370059401,2.0
0c337cfc7084163f,"GABPA,HNF4A,PPARA",1,seq_192135,-1,True,False,False,2.0,0.10848414446673471,6.0,7.890728757199228,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
0c5c5861a6f94dbb,"AHR,CTCF,ONECUT1",2,seq_199622,-1,False,True,True,,,,,,,,,,,,
0c631ee9b77c485f,"ONECUT1,ONECUT1,TFAP2C",1,seq_146113,-1,True,True,True,5.0,0.11872529192834341,10.0,13.283564709095659,0.1754630053685407,1.0,0.900181725068475,2.0,2.0,True,1.4972172755272053,2.0
0ce504e78ffdff23,"HNF1A,YY1,YY1",1,seq_132927,1,False,False,False,,,,,,,,,,,,
0d0014cbfd5b004e,"GABPA,RXRA,YY1",2,seq_157472,-1,True,True,False,2.0,0.07209204077129724,10.0,11.64940233886284,0.0,0.7250996101895265,0.0,1.0,1.0,True,1.0,1.0
0d0295a56954ffba,"FOXA1,ONECUT1,ONECUT1",1,seq_142057,-1,False,False,False,,,,,,,,,,,,
0d660b6fc09b5848,"CEBPA,HNF1A,HNF1A",1,seq_130395,-1,True,True,True,4.0,0.10768167230307671,9.0,13.282923351950899,0.18528596126963626,0.14085851952160675,0.14085851952160675,3.0,3.0,True,1.72209950970463,3.0
0e608179704323a8,"AP1,RXRA,YY1",1,seq_133699,-1,True,True,True,1.0,0.057024588982744,9.0,9.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
0ef322c720ec3771,"FOXA1,GABPA,ONECUT1",2,seq_142214,1,False,False,False,,,,,,,,,,,,
0efc719cc2e8890a,"FOXA1,HNF4A,REST",2,seq_180424,-1,True,False,False,3.0,0.07070364023535891,11.0,14.22609280790014,0.019011749550697205,0.0,0.0,2.0,2.0,True,1.257937467400855,2.0
0f6eb1b1c8a04c1a,"AHR,REST,SP1",1,seq_140465,-1,False,True,False,,,,,,,,,,,,
0fc0b4bd97bc25c8,"HNF4A,RXRA,XBP1",2,seq_158632,-1,True,True,True,4.0,0.15084161293115686,9.0,10.909388717417613,0.23141246449068928,1.0,0.1816226303842354,2.0,2.0,True,1.7485327731328955,2.0
0fcee1496ec97942,"AHR,GABPA,HNF4A",2,seq_190376,1,True,False,False,3.0,0.08739060191562625,9.0,11.36322960991883,0.02733873156833595,0.0,0.0,2.0,2.0,True,1.113876539594286,2.0
10c4bae1a3c92290,"FOXA1,GABPA,TFAP2C",1,seq_126663,1,True,False,False,2.0,0.12182362830322539,6.0,7.281595106837757,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
115d71e5de9a5ac4,"HNF4A,SP1,YY1",1,seq_133137,1,True,True,True,3.0,0.10180801863381954,8.0,11.17246030494716,0.027954475344078453,1.0,0.8220917886689455,2.0,2.0,True,1.3973176920857686,2.0
1186c4421dc0d9d4,"CTCF,RXRA,YY1",1,seq_161073,1,True,True,False,4.0,0.09449158172858103,9.0,12.770715429743094,0.0,0.6758700082166645,0.0,1.0,1.0,True,1.0,1.0
118bbbdd10eeea04,"AHR,CTCF,TFAP2C",2,seq_196360,1,False,True,True,,,,,,,,,,,,
1194ac51362dd588,"ONECUT1,YY1,YY1",1,seq_142579,-1,False,False,False,,,,,,,,,,,,
11fb09623bc8d017,"CTCF,NR2F2,XBP1",2,seq_168644,1,True,True,False,2.0,0.07703697476011959,9.0,10.980440131082364,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
127b920a554f40a1,"FOXA1,GABPA,YY1",2,seq_126210,1,False,False,False,,,,,,,,,,,,
128ea812cc5c687d,"CEBPA,GABPA,GABPA",1,seq_192337,-1,True,True,False,4.0,0.20752993019218396,6.0,7.826639394220131,0.5000000000000002,0.6014799663455628,0.0,2.0,2.0,True,1.75,2.0
12c29b7f3d36ec1b,"HNF4A,RXRA,XBP1",2,seq_205042,-1,False,True,False,,,,,,,,,,,,
130d7bd45651209f,"CEBPA,CTCF,SP1",2,seq_198668,-1,True,True,False,2.0,0.033578368862840775,17.0,17.46904224959412,0.49808323537961446,0.0,0.0,2.0,2.0,True,1.7471248530694217,2.0
13de4c24e3d008eb,"CTCF,REST,TFAP2C",2,seq_202594,-1,False,True,False,,,,,,,,,,,,
14ca012f1a94621f,"AHR,CTCF,HNF4A",2,seq_170868,-1,False,True,False,,,,,,,,,,,,
14f23345986e0e39,"FOXA1,FOXA1,NR2F2",1,seq_122533,-1,True,True,True,7.0,0.15124332773866261,11.0,14.298256783401094,0.21933540435574117,0.32179707242247024,0.24402148136800317,3.0,3.0,True,2.0136404886576416,3.0
15197af6277fbdc3,"CTCF,HNF4A,ONECUT1",2,seq_143928,1,True,True,True,1.0,0.016262748830305356,18.0,18.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
152b15e68d410a81,"AP1,AP1,ONECUT1",2,seq_148098,1,False,True,True,,,,,,,,,,,,
15a43f6a72b89a77,"AP1,AP1,XBP1",1,seq_204719,1,True,False,False,2.0,0.054495704070925424,13.0,13.388379760153468,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
15f4c9b51170bfd6,"ONECUT1,REST,TFAP2C",1,seq_194749,1,False,False,False,,,,,,,,,,,,
1617da8c626f3de4,"CTCF,GABPA,HNF4A",1,seq_156357,1,True,True,True,4.0,0.10116796790381356,9.0,12.436074895590455,0.0,0.9486706707364437,0.7980486906552995,1.0,1.0,True,1.0,1.0
16191c0da08f4526,"AP1,CTCF,TFAP2C",1,seq_199977,1,False,True,True,,,,,,,,,,,,
1641ec23771402a6,"AP1,HNF1A,REST",1,seq_177145,1,True,True,True,3.0,0.035255976646121054,15.0,17.464241487257997,0.04820767734963715,1.0,0.05616330222542799,2.0,2.0,True,1.1590269571256897,2.0
1660e6d70805d153,"FOXA1,GABPA,ONECUT1",2,seq_123736,1,False,True,False,,,,,,,,,,,,
167282e605a267ca,"AP1,RXRA,YY1",1,seq_148885,-1,False,True,False,,,,,,,,,,,,
168f5fa65e4874f8,"AP1,AP1,PPARA",1,seq_185117,-1,True,True,True,4.0,0.11021529821838316,11.0,11.756387915532356,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0,True,1.0,1.0
16f60477263ab1f4,"CEBPA,FOXA1,SP1",2,seq_127350,1,False,True,False,,,,,,,,,,,,
170ad93c4b76a5fc,"CEBPA,CTCF,SP1",1,seq_137629,-1,True,True,True,5.0,0.16662653974911604,8.0,10.743368990014522,0.20541393571016703,1.0,0.6429226501633003,2.0,2.0,True,1.6887193482108964,2.0
174d915bc80be07a,"AP1,PPARA,TFAP2C",2,seq_150626,-1,True,True,False,1.0,0.06665950906193942,5.0,5.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
17516d517bbe79f1,"GABPA,HNF4A,REST",1,seq_182623,1,True,True,True,2.0,0.08556029329005868,9.0,10.695414468086458,0.0,1.0,0.7174309219855903,1.0,1.0,True,1.0,1.0
17b73e01e5eacf4c,"ONECUT1,REST,RXRA",2,seq_145334,-1,False,False,False,,,,,,,,,,,,
17de0640fb379ab9,"AHR,AP1,SP1",1,seq_139837,-1,True,True,False,2.0,0.1762426225674015,1.0,2.75329457059511,0.0,0.13486881312270077,0.0,1.0,1.0,True,1.0,1.0
17f5ab7fd438b645,"CEBPA,FOXA1,RXRA",2,seq_124368,1,True,True,False,1.0,0.003154183015117066,29.0,29.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
184b1f4e42d02dcd,"CEBPA,SP1,TFAP2C",2,seq_193770,-1,False,False,False,,,,,,,,,,,,
1867ca5ca52398dc,"AP1,AP1,ONECUT1",1,seq_148101,-1,True,False,False,2.0,0.23327843586077623,1.0,1.3889494331871444,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
1872136d496853f4,"ONECUT1,ONECUT1,TFAP2C",2,seq_143354,1,True,True,True,1.0,0.051922879013739986,10.0,10.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
188a35dec7ba3274,"CTCF,NR2F2,XBP1",2,seq_200996,1,True,True,False,1.0,0.007126921042874421,26.0,26.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
18ac2c202d132687,"AHR,CEBPA,PPARA",1,seq_130149,1,True,True,True,5.0,0.13587842975016023,9.0,12.129198233119233,0.2152433480297088,0.6231819666457367,0.10103007587440004,2.0,2.0,True,1.7385904130591232,2.0
18c7df90b9f4fb44,"CEBPA,FOXA1,SP1",2,seq_122730,1,False,False,False,,,,,,,,,,,,
193c11171500cbe0,"AP1,HNF1A,SP1",1,seq_149875,1,True,True,False,2.0,0.07406652990384605,8.0,9.475865019606797,0.0,0.9131844106113647,0.0,1.0,1.0,True,1.0,1.0
194bd5a6b7349d3b,"AHR,CTCF,ONECUT1",2,seq_146492,-1,False,False,False,,,,,,,,,,,,
198f6760883f9188,"HNF4A,HNF4A,RXRA",2,seq_153844,-1,True,True,False,2.0,0.0759407272433319,9.0,10.8969333156606,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
19b2a4b1dd314e69,"RXRA,SP1,YY1",1,seq_157305,-1,True,True,True,6.0,0.17973591487889823,8.0,11.402796162672507,0.19191112596570456,0.9999999999999998,0.9213678233212439,2.0,2.0,True,1.7268358364799847,2.0
19b81e9854cc873f,"FOXA1,ONECUT1,XBP1",1,seq_123773,-1,True,False,False,1.0,0.055831434582596824,10.0,10.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
19e6ed0902b1c764,"CEBPA,FOXA1,XBP1",1,seq_127565,1,False,False,False,,,,,,,,,,,,
1a36a4891eede9c2,"CEBPA,RXRA,SP1",1,seq_129301,1,True,True,True,4.0,0.10712797652304218,8.0,11.711631001912458,0.0,0.9999999999999998,0.8335757308934326,1.0,1.0,True,1.0,1.0
1a5cc1dddf2d3a3f,"CEBPA,FOXA1,YY1",1,seq_132205,-1,True,True,True,1.0,0.0542371127946708,10.0,10.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1a79f73c214885f8,"HNF4A,ONECUT1,RXRA",2,seq_153020,-1,True,True,False,2.0,0.07473998774341764,9.0,10.921970716437412,0.0,0.8078029283562586,0.0,1.0,1.0,True,1.0,1.0
1ace51c09b8448f9,"ONECUT1,REST,RXRA",1,seq_158001,-1,False,False,False,,,,,,,,,,,,
1b34c20ec577f64d,"CEBPA,FOXA1,SP1",1,seq_123247,-1,False,False,False,,,,,,,,,,,,
1b3adc832fffd876,"CEBPA,FOXA1,XBP1",1,seq_131915,1,True,True,True,4.0,0.05960252311129802,13.0,16.86683986983572,0.0,0.8597686545882445,0.8597686545882445,1.0,1.0,True,1.0,1.0
1b4bf4632e6148e1,"RXRA,SP1,YY1",1,seq_134205,1,False,True,False,,,,,,,,,,,,
1ba5de09f39ba3f0,"ONECUT1,ONECUT1,RXRA",2,seq_144012,1,False,True,False,,,,,,,,,,,,
1bc104a4872a336e,"AP1,YY1,YY1",1,seq_147487,-1,True,True,True,6.0,0.32819776817568364,1.0,6.287347673190404,0.18486460305777422,0.36302400482159414,0.10408897448817937,3.0,3.0,True,1.7629357860584156,3.0
1bc2caf401e5ec9c,"AP1,CEBPA,HNF4A",1,seq_129061,-1,False,True,False,,,,,,,,,,,,
1c2ce51c138b1b48,"CEBPA,FOXA1,RXRA",2,seq_156704,-1,False,True,False,,,,,,,,,,,,
1c40673c4f152f13,"AP1,HNF1A,REST",2,seq_150024,1,False,True,True,,,,,,,,,,,,
1cfa2d53730a8210,"AP1,CTCF,TFAP2C",2,seq_199970,1,True,True,False,3.0,0.10272697749602065,5.0,8.091239131796328,0.1472604054831342,0.1358876514879741,0.0,2.0,2.0,True,1.53698326946138,2.0
1d09dc50c46bf5ac,"AHR,GABPA,HNF4A",2,seq_172828,-1,False,False,False,,,,,,,,,,,,
1d11c904ea5979ec,"ONECUT1,PPARA,TFAP2C",2,seq_197016,-1,False,True,False,,,,,,,,,,,,
1d6d918f89353a3f,"AP1,AP1,XBP1",1,seq_151589,-1,False,True,True,,,,,,,,,,,,
1de6187a787fd5d9,"CEBPA,RXRA,SP1",2,seq_139074,-1,False,True,True,,,,,,,,,,,,
1e0401fbd4710593,"AP1,HNF1A,REST",2,seq_180318,1,False,True,False,,,,,,,,,,,,
1e291688cd443e77,"CTCF,RXRA,YY1",2,seq_200332,1,False,True,False,,,,,,,,,,,,
1e50fb4632cf10df,"CEBPA,SP1,TFAP2C",1,seq_137601,-1,True,True,True,4.0,0.11873673452985575,8.0,11.036580291542998,0.0,1.0,0.1970873961449054,1.0,1.0,True,1.0,1.0
1ea6edf00177eff9,"AP1,RXRA,TFAP2C",1,seq_195487,-1,True,True,False,4.0,0.25782823602537175,1.0,3.9213230803099064,0.0,0.38596615263393896,0.0,1.0,1.0,True,1.0,1.0
1eedd3fcf69ef860,"AP1,GABPA,XBP1",1,seq_190201,1,True,True,True,2.0,0.23289576001386963,1.0,2.768907088049729,0.45724025232768584,0.3537814176099458,0.3537814176099458,2.0,2.0,True,1.6858603784915287,2.0
2084d00b17862fad,"CTCF,GABPA,HNF4A",2,seq_156348,-1,False,True,False,,,,,,,,,,,,
20b516f6ce6545a2,"AHR,FOXA1,RXRA",1,seq_124505,1,False,False,False,,,,,,,,,,,,
20bf1f4a5ec6ea8e,"AP1,PPARA,TFAP2C",1,seq_197025,-1,False,False,False,,,,,,,,,,,,
2117d2539b96f331,"RXRA,SP1,YY1",1,seq_157569,1,True,True,True,4.0,0.10566160892356408,8.0,11.749707366588295,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2124a511b0010aa9,"HNF4A,ONECUT1,RXRA",2,seq_153822,-1,False,False,False,,,,,,,,,,,,
21ddb76abba2c14f,"REST,SP1,XBP1",2,seq_183408,-1,True,True,True,2.0,0.08202113077647165,8.0,9.805487611181798,0.0,0.9999999999999999,0.8796341592545467,1.0,1.0,True,1.0,1.0
224669bf77379a5e,"CEBPA,RXRA,SP1",1,seq_128247,-1,True,True,False,6.0,0.18237621341824403,8.0,11.370038269973994,0.19238579127173128,0.5337220701067577,0.0,2.0,2.0,True,1.7270831772376545,2.0
22797165288cdc12,"ONECUT1,PPARA,TFAP2C",1,seq_197007,1,True,True,True,6.0,0.1614870747914117,10.0,12.75985175173031,0.20414530009929188,1.0,0.7134364291379316,2.0,2.0,True,1.7330139324843357,2.0
22b74d9c2c640189,"GABPA,RXRA,YY1",2,seq_160510,-1,True,False,False,1.0,0.0522739106610351,10.0,10.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
22f8f4d5fd35f146,"AP1,RXRA,RXRA",2,seq_158736,1,False,False,False,,,,,,,,,,,,
22fa21c00c79cb51,"FOXA1,GABPA,TFAP2C",1,seq_197227,1,True,True,True,5.0,0.18874498149341282,4.0,8.214228607282527,0.07996829354765694,1.0,0.5587389814959632,2.0,2.0,True,1.2375031559657033,2.0
2333a1d0f0fcd426,"GABPA,RXRA,YY1",2,seq_136088,1,True,True,True,2.0,0.018364032073596704,19.0,20.533448564553357,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
234fbe2578b5f5ec,"AP1,AP1,PPARA",2,seq_150482,-1,False,False,False,,,,,,,,,,,,
23aec43b15dd512b,"AP1,YY1,YY1",1,seq_132839,-1,True,True,True,4.0,0.16996379811585938,10.0,10.401988770519578,0.4999999999999999,0.9999999999999999,0.9999999999999999,2.0,2.0,True,1.75,2.0
23bb81ed1fb0e885,"HNF4A,ONECUT1,RXRA",1,seq_143783,1,False,True,False,,,,,,,,,,,,
2412b61360013883,"ONECUT1,REST,TFAP2C",1,seq_182873,1,False,True,False,,,,,,,,,,,,
248e506653d38b1a,"CEBPA,FOXA1,YY1",1,seq_132473,-1,True,True,True,2.0,0.06109634101335895,11.0,12.92932658724356,0.0,1.0,0.2143696208048399,1.0,1.0,True,1.0,1.0
24c3ce7bbceaf374,"FOXA1,HNF4A,REST",2,seq_151986,1,False,True,False,,,,,,,,,,,,
254e571132610504,"CEBPA,REST,RXRA",1,seq_157165,1,False,True,False,,,,,,,,,,,,
2590d02dcced9559,"AHR,CTCF,ONECUT1",1,seq_144905,-1,False,False,False,,,,,,,,,,,,
25ec1f4f86740386,"ONECUT1,RXRA,SP1",2,seq_144004,1,False,True,False,,,,,,,,,,,,
262c7a1ddf9ce94d,"AHR,FOXA1,RXRA",2,seq_169054,-1,False,True,False,,,,,,,,,,,,
2699c20dfe47b3cd,"REST,SP1,XBP1",1,seq_141895,-1,True,True,True,4.0,0.09624063176103209,8.0,11.701164020172547,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2787b979421c152d,"FOXA1,ONECUT1,ONECUT1",1,seq_143111,-1,True,True,False,2.0,0.0663906319292901,10.0,11.94861829195189,0.0,0.8228528825498282,0.0,1.0,1.0,True,1.0,1.0
27988614c7fcde80,"CTCF,REST,TFAP2C",1,seq_196905,1,True,False,False,1.0,0.11070954819138588,4.0,4.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
27de124d3df8ccb8,"AHR,CTCF,HNF4A",1,seq_201093,-1,True,True,True,6.0,0.13990299459352995,9.0,13.508412840764159,0.1939870514871657,0.8041768112858937,0.07406742679210294,2.0,2.0,True,1.6775503718185658,2.0
27f88b98b755f83f,"AHR,FOXA1,FOXA1",2,seq_122542,-1,True,True,True,3.0,0.0974399352170223,11.0,12.953153014647727,0.20457151268284723,0.40030794882690934,0.40030794882690934,2.0,2.0,True,1.7201844847987058,2.0
284524d956669a0a,"HNF1A,NR2F2,REST",1,seq_177199,-1,False,True,False,,,,,,,,,,,,
2849db094eb62d69,"GABPA,HNF4A,YY1",1,seq_136073,-1,False,True,False,,,,,,,,,,,,
28afc28829ed2146,"PPARA,RXRA,RXRA",1,seq_160307,1,True,True,True,6.0,0.15391079934226953,9.0,12.837081807302921,0.19762014425898117,0.8926671484446765,0.39516432663767476,2.0,2.0,True,1.715830045038793,2.0
28c74680895ae8c4,"GABPA,TFAP2C,XBP1",2,seq_192876,1,False,True,False,,,,,,,,,,,,
28e760d8a3de9b19,"AHR,AP1,AP1",2,seq_149638,-1,False,True,False,,,,,,,,,,,,
28ec7a77a696b130,"CEBPA,REST,RXRA",1,seq_159923,1,False,False,False,,,,,,,,,,,,
2919549b256493b7,"CTCF,NR2F2,XBP1",1,seq_205867,1,True,True,True,4.0,0.1184279104357092,9.0,11.937887604894424,0.19237770247088307,0.9903228922009919,0.5513990957849958,3.0,3.0,True,1.6983352987128464,3.0
292402989f945c56,"CTCF,GABPA,HNF4A",2,seq_202222,1,False,True,True,,,,,,,,,,,,
2986708421a5facd,"CTCF,HNF1A,RXRA",1,seq_178293,-1,True,True,True,2.0,0.008374821570222329,26.0,27.829824799037173,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
29b96942220f26b3,"AP1,PPARA,TFAP2C",2,seq_197030,1,False,False,False,,,,,,,,,,,,
29ff9aa1407d2dff,"RXRA,RXRA,TFAP2C",1,seq_158881,-1,False,False,False,,,,,,,,,,,,
2a6b2753d4abdccb,"AP1,HNF1A,SP1",2,seq_175298,-1,False,True,True,,,,,,,,,,,,
2aa14ea55928858a,"RXRA,RXRA,SP1",1,seq_139165,-1,False,True,False,,,,,,,,,,,,
2c2b11dcada5b98b,"AHR,CTCF,TFAP2C",1,seq_201241,-1,True,True,False,4.0,0.1600142468708707,4.0,7.641396339536658,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
2c384a453f3faa16,"CTCF,GABPA,HNF4A",2,seq_192982,1,False,True,True,,,,,,,,,,,,
2c6e29c0fb1c041c,"CEBPA,FOXA1,GABPA",2,seq_122898,-1,False,True,False,,,,,,,,,,,,
2c92053fd87e59da,"GABPA,HNF4A,REST",2,seq_190408,-1,False,False,False,,,,,,,,,,,,
